[3,4]((0.997406,0,-0.0719816,0.89977),(0,1,0,-0),(0.0719816,0,0.997406,-0.436365))

(-0.228047,-0.147409)
(-0.0184788,0.0458829)
(0.0466317,-0.175153)
(-0.349026,-0.160861)
(0.103233,-0.0150958)
(0.0189206,0.111537)
(-0.322308,0.0259235)
(0.126277,-0.293784)
(0.333226,-0.0969204)
(-0.165435,0.00634706)
(0.276951,0.00200081)
(-0.0434684,0.277307)
(0.194723,-0.0697037)
(-0.0434502,0.0845891)
(-0.241429,0.022076)
(-0.307007,-0.0733798)
(-0.360598,-0.266309)
(0.261463,0.196794)
(0.0702385,-0.26454)
(-0.0985566,-0.130689)
(0.0213535,-0.275259)
(0.0540942,0.00445829)
(-0.239348,-0.173617)
(0.323674,0.167666)
(-0.00476105,0.222475)
(-0.141455,-0.240541)
(-0.371639,0.0328403)
(0.129604,0.172262)
(0.397209,0.133297)
(0.000187244,0.0525675)
(0.121621,0.241514)
(0.397533,0.026384)
(0.416082,-0.291583)
(0.00546431,0.157783)
(-0.0976342,-0.170304)
(0.210302,0.242647)
(0.37744,-0.221394)
(-0.146365,-0.21784)
(-0.0207319,0.0833979)
(-0.158486,0.240604)
(0.0239172,-0.0988054)
(0.0793761,0.224534)
(-0.24465,-0.0710573)
(-0.378154,-0.221572)
(-0.374273,-0.0933164)
(0.0968265,-0.16434)
(-0.207574,0.216928)
(0.0793431,-0.280089)
(0.274945,-0.188554)
(-0.361652,0.143987)
(-0.0439463,-0.045682)
(0.190408,-0.188906)
(0.204701,0.144362)
(0.381742,0.13652)
(-0.239856,-0.101666)
(0.334911,-0.0341215)
(0.22539,0.092022)
(0.103732,-0.065259)
(0.207969,-0.0884561)
(-0.244847,0.261973)
(0.36825,0.0071701)
(0.151074,-0.214811)
(0.0877623,-0.223272)
(0.0514331,0.0642427)
(-0.271287,0.00503341)
(-0.00605591,-0.00391699)
(0.373752,-0.229186)
(0.355888,-0.199262)
(0.238917,-0.211997)
(0.299979,0.238189)
(0.237578,-0.211109)
(0.199615,-0.242638)
(-0.370565,-0.0506907)
(-0.189133,-0.294153)
(-0.10603,-0.116766)
(-0.235376,-0.238611)
(0.403891,0.190171)
(0.202356,-0.296778)
(0.191587,-0.170856)
(-0.241229,-0.0838409)
(0.254683,-0.0524813)
(0.346205,-0.0994869)
(0.288927,0.0960241)
(0.190526,0.0269321)
(-0.183696,0.279358)
(0.21561,-0.250915)
(-0.0705324,0.157987)
(0.317741,-0.299231)
(0.320285,0.123717)
(-0.0291155,-0.038274)
(-0.0942664,0.168871)
(0.199916,-0.185068)
(0.413029,-0.259594)
(0.304193,-0.192035)
(-0.321046,-0.177552)
(0.0409647,0.301408)
(0.0292048,0.271718)
(0.279385,-0.258767)
(0.153391,0.27908)
(-0.0999003,0.240546)
(0.414333,-0.0759074)
(-0.0669518,-0.294393)
(0.374611,0.00842921)
(-0.15139,-0.0263349)
(-0.073271,0.10024)
(-0.0961241,-0.156068)
(0.214699,-0.175143)
(0.190388,-0.0670465)
(-0.115896,0.29216)
(0.214874,-0.285482)
(0.167735,-0.191673)
(-0.170595,0.0652162)
(0.104554,0.124756)
(0.317071,-0.262295)
(-0.147062,-0.018693)
(0.218224,-0.0739366)
(-0.309772,0.0985534)
(-0.0314277,0.25737)
(-0.248638,0.158743)
(-0.135031,-0.152381)
(-0.0940376,0.0556281)
(0.323209,0.0224547)
(-0.0557642,0.260713)
(0.158931,-0.0291917)
(0.100701,-0.260822)
(-0.281676,-0.0453744)
(0.350423,-0.272065)
(-0.364874,-0.261996)
(-0.0984885,0.112929)
(0.106595,0.283561)
(0.0303819,-0.22637)
(0.0853684,-0.19948)
(-0.163468,-0.0215451)
(-0.154064,-0.286974)
(0.341426,-0.0898579)
(0.38369,-0.0696268)
(-0.236448,-0.164602)
(0.30379,0.155897)
(0.365977,-0.141583)
(-0.237595,-0.172822)
(-0.199702,0.118239)
(0.389457,0.136336)
(0.132317,-0.275453)
(0.0340072,0.15555)
(0.366069,0.0471849)
(0.0345291,0.220972)
(0.13368,0.15866)
(0.120548,0.129132)
(-0.28231,-0.079717)
(0.281648,0.0553192)
(-0.210593,0.0635815)
(-0.106929,0.0386273)
(0.227756,0.132398)
(0.357581,0.129594)
(-0.0276903,0.232896)
(0.180393,0.115952)
(-0.0492207,-0.219278)
(-0.024263,-0.155482)
(0.0994377,0.152097)
(-0.186152,0.100021)
(-0.277749,0.153976)
(0.18692,0.0531667)
(0.38103,0.0323846)
(0.369178,0.292257)
(0.271205,-0.155814)
(0.295286,-0.0921258)
(0.410354,0.0870443)
(-0.32198,0.249357)
(-0.162529,-0.240835)
(-0.0326608,-0.277982)
(-0.0122857,0.172191)
(0.117894,-0.0567187)
(0.339886,-0.0568976)
(0.409099,0.259933)
(0.409602,-0.191111)
(-0.258663,0.116743)
(-0.368599,-0.218979)
(0.363223,-0.178065)
(-0.0693599,0.0269776)
(0.365573,0.187123)
(-0.170315,0.190713)
(0.333951,-0.267829)
(0.0939238,-0.0278789)
(-0.236633,-0.276638)
(-0.0181021,-0.10465)
(-0.34261,-0.241364)
(-0.188131,-0.203473)
(0.0845718,0.112824)
(-0.0773433,-0.106804)
(-0.163759,-0.250262)
(0.23279,-0.10155)
(0.0257882,-0.0209017)
(-0.236803,-0.20156)
(0.173809,0.213114)
(0.0759334,0.0627993)
(-0.168707,-0.0519354)
(0.275236,-0.275675)
(-0.100908,0.0504221)
(-0.335132,-0.205383)
(-0.153423,0.282036)
(-0.375838,-0.269134)
(-0.327517,0.169079)
(0.259287,0.105703)
(-0.322141,-0.264948)
(0.11107,0.0782867)
(0.280605,-0.179216)
(0.078023,-0.0383015)
(0.108435,-0.0745735)
(0.392646,0.164853)
(0.0658026,-0.254807)
(0.30349,-0.272316)
(0.184386,-0.139868)
(0.287288,-0.225671)
(-0.32612,0.223558)
(0.338038,0.189401)
(-0.387828,-0.1823)
(-0.30363,0.254325)
(-0.332422,-0.0578299)
(-0.128726,-0.183781)
(-0.333042,-0.115424)
(-0.330641,0.0974004)
(0.0879916,0.199686)
(-0.304141,0.0862796)
(-0.171836,0.100923)
(-0.184679,-0.268727)
(-0.0918449,0.0565093)
(0.0425194,0.263627)
(0.322455,-0.1791)
(0.0578729,0.169668)
(-0.287524,-0.257308)
(0.373181,0.200263)
(0.0953017,-0.193402)
(0.275212,-0.000633419)
(-0.266113,0.135204)
(0.230674,-0.146115)
(-0.032634,0.0533876)
(-0.148941,0.111975)
(0.376912,0.217278)
(-0.0798936,0.189032)
(-0.326243,-0.0950486)
(-0.203564,0.160311)
(-0.287888,0.110109)
(-0.289066,-0.176025)
(-0.249385,-0.221026)
(0.387847,0.165056)
(0.044463,-0.272926)
(0.376371,0.209795)
(0.16226,-0.251222)
(-0.317583,-0.0621512)
(0.408832,0.264444)
(0.305134,-0.0639108)
(-0.134941,0.118292)
(-0.360694,-0.126619)
(0.277719,0.0434814)
(0.266235,-0.281097)
(0.315094,-0.222138)
(0.0819087,0.280234)
(0.233451,0.136329)
(0.354966,-0.209744)
(-0.171963,-0.273179)
(0.0911,-0.0854375)
(-0.248963,0.0295419)
(-0.174595,0.188599)
(0.116165,0.283685)
(-0.188967,-0.108076)
(0.123359,0.0142116)
(-0.131478,0.131322)
(0.0273327,0.00600713)
(0.0992773,0.134708)
(0.351223,-0.0937223)
(0.149176,0.244092)
