[3,4]((0.996815,0,-0.0797452,0.996815),(0,1,0,-0),(0.0797452,0,0.996815,0.0797452))

(-0.239626,0.124409)
(0.365065,0.147253)
(0.280086,-0.0681882)
(-0.0299868,-0.100972)
(0.0380558,0.110694)
(0.22593,0.0316363)
(-0.165114,-0.273107)
(-0.173574,-0.0952544)
(0.345454,-0.0847813)
(-0.235873,-0.230251)
(0.0685287,-0.300466)
(0.0307298,-0.304502)
(-0.0901281,-0.210168)
(0.139729,-0.0750449)
(-0.253148,0.0159538)
(-0.0880161,-0.294148)
(0.152005,-0.292633)
(-0.111576,-0.104734)
(-0.0882036,-0.146021)
(0.404177,0.171526)
(-0.0346728,-0.23866)
(-0.0259191,0.228162)
(-0.220678,0.0963985)
(0.0294589,0.0955839)
(0.273778,-0.110256)
(0.10538,-0.261551)
(0.366493,-0.219933)
(0.0269871,-0.176787)
(0.0226172,0.184645)
(0.0327117,0.22425)
(0.411765,-0.195268)
(-0.377084,-0.172458)
(-0.148378,-0.157349)
(-0.103361,-0.158971)
(0.187578,-0.0118792)
(0.251155,-0.17155)
(-0.339491,-0.0872822)
(-0.0244986,-0.0199451)
(-0.318733,-0.0307781)
(0.388315,-0.230056)
(-0.233854,-0.0705526)
(0.0158928,-0.117818)
(-0.157938,0.121673)
(0.27021,-0.175872)
(-0.394079,0.0485439)
(0.234942,0.0709161)
(0.189053,0.217707)
(0.251913,-0.21223)
(-0.12487,-0.203161)
(-0.332491,0.134917)
(0.00248971,0.196091)
(-0.400886,0.0685386)
(0.0317999,0.211532)
(0.25167,-0.254877)
(0.395439,-0.295783)
(-0.312324,-0.0428773)
(-0.360654,-0.0514564)
(0.0804945,-0.0538799)
(0.403533,0.141526)
(-0.251261,0.11856)
(-0.390813,0.190941)
(-0.171679,-0.216086)
(0.148418,-0.302627)
(0.127066,0.142752)
(-0.248185,0.160187)
(0.357377,0.169699)
(0.112703,-0.168201)
(0.170311,-0.28399)
(-0.0934818,-0.0973656)
(-0.377642,0.16184)
(0.0545859,0.236998)
(-0.337084,0.103999)
(-0.334338,0.0968939)
(0.11355,-0.13891)
(-0.175952,0.0889556)
(0.0140259,0.306156)
(-0.360915,0.295514)
(-0.154852,-0.188165)
(0.0387052,-0.140034)
(0.392941,-0.296279)
(-0.163175,-0.0375185)
(-0.299412,-0.161346)
(-0.253995,-0.232952)
(-0.345445,0.204282)
(0.137508,0.28048)
(0.351632,-0.210443)
(-0.140296,-0.20506)
(-0.348902,0.0781124)
(-0.253062,0.286886)
(-0.243166,-0.138918)
(0.185236,0.184776)
(0.297778,0.244685)
(0.0956815,0.254464)
(-0.254829,-0.25644)
(0.32348,0.254092)
(-0.0523249,-0.0738442)
(0.298357,-0.274395)
(-0.145208,-0.25422)
(0.37068,-0.0468883)
(0.0104731,0.110915)
(-0.0740293,-0.145523)
(0.119975,-0.288608)
(-0.354864,-0.00715937)
(0.0812766,0.0148805)
(-0.34448,0.112404)
(-0.253843,-0.277342)
(0.0184867,-0.175402)
(-0.340226,-0.118391)
(0.270136,0.0054967)
(0.0603854,-0.124867)
(0.0616272,0.164459)
