[3,4]((0.997026,0,-0.0770604,0.963255),(0,1,0,-0),(0.0770604,0,0.997026,-0.26859))

(-0.244673,0.237292)
(0.104363,0.194644)
(-0.0870459,-0.0207443)
(0.154147,-0.16438)
(0.222153,-0.13834)
(0.353437,0.0599679)
(0.105629,0.29439)
(0.0826694,0.230958)
(0.387345,0.257782)
(0.22006,0.246698)
(0.334839,0.273024)
(0.230677,0.253768)
(-0.0226953,-0.0590212)
(0.273972,0.0776744)
(-0.138441,-0.0436148)
(-0.0724029,-0.242752)
(0.200877,-0.26438)
(0.0762294,-0.251699)
(0.263799,0.105025)
(-0.147258,-0.267171)
(-0.281436,-0.285056)
(0.160397,-0.226832)
(0.322127,0.215481)
(-0.142685,-0.269505)
(-0.0177671,-0.210036)
(-0.150246,-0.102664)
(-0.235707,-0.155645)
(-0.0563509,0.0570863)
(0.0727788,-0.134666)
(0.377834,-0.235774)
(0.303527,-0.236403)
(0.0662864,0.187059)
(-0.159147,-0.0196923)
(-0.159806,0.140142)
(0.244685,-0.188433)
(-0.116956,0.169369)
(0.130897,0.0763414)
(-0.3628,0.0266526)
(0.276282,-0.285446)
(0.141797,0.118028)
(-0.246644,0.159596)
(0.262331,-0.165537)
(-0.0751848,-0.0298934)
(0.122071,0.283314)
(-0.111747,0.119105)
(0.401376,-0.11316)
(-0.27184,-0.23695)
(-0.332569,0.0299426)
(-0.320661,-0.177425)
(0.0568308,-0.289811)
(-0.348739,-0.145116)
(-0.236682,-0.0328812)
(-0.128109,-0.00985255)
(0.0536198,0.0689429)
(-0.364135,0.000265126)
(0.292629,-0.0939505)
(-0.0234235,-0.177642)
(0.0307402,0.0131828)
(-0.00979729,0.295544)
(-0.135206,0.203072)
(0.0778141,-0.222432)
(-0.14424,0.110086)
(-0.0933537,0.141375)
(0.220084,0.0253327)
(-0.381262,-0.197639)
(-0.240045,0.0232045)
(-0.213812,-0.231047)
(-0.011514,-0.248442)
(0.0540501,0.265571)
(0.172562,0.246893)
(-0.381447,-0.25929)
(0.0437902,0.170566)
(-0.260474,-0.152799)
(-0.370675,0.0841933)
(-0.0494009,-0.138877)
(0.167473,-0.182189)
(0.328884,-0.122956)
(0.255704,0.304146)
(-0.297936,-0.0358071)
(-0.384191,0.0191018)
(-0.205554,-0.270003)
(0.300839,0.0227738)
(0.151301,-0.247634)
(-0.206104,0.236337)
(0.288052,-0.0133271)
(-0.0227915,-0.240868)
(-0.284515,0.0537046)
(-0.0274804,0.0790646)
(0.260933,0.281204)
(-0.336251,0.0775611)
(0.105468,0.0231818)
(0.122387,-0.0579235)
(0.311493,0.138192)
(-0.216284,0.295777)
(0.0857454,0.210586)
(-0.0318378,-0.0995257)
(-0.2486,0.133793)
(0.405895,-0.235013)
(0.195312,0.283777)
(0.0592312,-0.0770723)
(-0.0156972,-0.0437778)
(-0.037566,0.160065)
(0.0515721,0.103317)
(-0.303364,0.236164)
(0.368924,-0.00499)
(-0.118452,0.250098)
(-0.239225,0.0754423)
(0.377443,-0.184133)
(0.0424027,0.185145)
(-0.209358,0.235533)
(-0.0670568,-0.110178)
(-0.287372,-0.104117)
(-0.364693,0.120752)
(-0.111841,0.148255)
(-0.338628,0.0618997)
(0.195952,0.0840004)
(-0.254059,0.167525)
(0.202483,0.287256)
(0.405183,0.240459)
(-0.0979961,-0.205889)
(0.27417,0.233528)
(0.0220018,0.0535447)
(0.190417,-0.128238)
(-0.0445879,-0.232461)
(-0.305292,0.194373)
(-0.0760183,-0.182848)
(0.304227,-0.179306)
(0.364124,0.117152)
(0.067503,-0.202462)
(-0.277535,0.100695)
(0.256406,0.0679098)
(-0.134437,-0.084996)
(0.281427,0.0851385)
(-0.221313,0.125386)
(-0.035668,-0.0377653)
(-0.205069,0.21253)
(-0.29619,0.18734)
(-0.13798,-0.298819)
(-0.00475957,-0.250658)
(-0.291276,-0.0970675)
(-0.369795,0.206031)
(-0.321644,-0.112172)
(0.149839,0.0969241)
(0.000701775,0.214632)
(-0.0767109,0.187516)
(-0.129929,-0.259585)
(0.396341,-0.0764278)
(-0.20387,-0.095366)
(-0.108957,-0.226506)
(0.029931,-0.304145)
(0.190509,0.226346)
(-0.332367,0.017198)
(0.221661,0.305471)
(0.144876,0.202693)
(0.197739,-0.0784987)
(0.179669,-0.0264728)
(0.0904752,0.19599)
(0.0903546,0.278322)
(0.104076,-0.0392675)
(-0.167403,-0.275547)
(-0.273827,0.235811)
(0.186912,0.161309)
(0.0677472,0.1525)
(0.080792,0.0623451)
(0.0566076,-0.0836261)
(-0.178171,0.241357)
(0.358989,0.0476938)
(0.105127,-0.180529)
(0.281083,0.291588)
(-0.303488,-0.181465)
(0.12282,0.0501142)
(-0.0979422,0.134558)
(-0.0803164,-0.0221545)
(-0.136223,0.125705)
(-0.238178,0.174223)
(0.14848,-0.0241086)
(-0.219392,0.0354257)
(-0.162936,0.19057)
(-0.312426,-0.208731)
(0.214746,0.187856)
(0.36862,-0.265472)
(0.337508,0.1936)
(0.399366,-0.0718269)
(0.349914,-0.00432505)
(-0.151194,0.0845112)
(-0.240851,-0.0752444)
(-0.330438,-0.240164)
(-0.291769,-0.274779)
(-0.323633,0.191466)
(-0.288965,-0.260069)
(-0.222666,0.27478)
(0.403095,0.0056692)
(0.0206401,0.200602)
(-0.142692,0.171594)
(-0.287134,0.030312)
(0.0575329,0.0578876)
(-0.120431,-0.293633)
(-0.0610966,0.00603062)
(0.224938,-0.2222)
(-0.00427086,-0.0743976)
(-0.0686638,-0.0912758)
(0.21569,-0.140736)
(-0.106927,0.0869433)
(-0.362929,-0.233441)
(-0.281023,-0.111912)
(0.119037,0.114558)
(0.364683,0.102644)
(0.25555,0.259613)
(-0.0130175,0.245662)
(-0.250048,-0.13574)
(0.142803,-0.0285213)
(0.0551064,0.125287)
(-0.314389,-0.111891)
(-0.258002,-0.0166545)
(0.370041,-0.140128)
(-0.06065,-0.127464)
(0.147994,-0.306274)
(0.2282,0.174965)
(-0.166546,0.277807)
(0.188934,0.0226764)
(0.0900528,0.00402295)
(0.294998,0.244767)
(0.338824,-0.00538476)
(0.297836,-0.264769)
(0.402016,0.00222056)
(-0.150754,0.263617)
(-0.0339527,0.239824)
(0.0162838,-0.193092)
(0.320477,-0.179835)
(0.36836,0.244069)
(0.346479,0.121671)
(0.00445811,-0.144101)
(-0.0217799,0.287168)
(0.398522,0.005364)
(-0.093025,0.17673)
(0.403807,0.14122)
(0.351609,-0.23766)
(0.074387,0.0741576)
(0.312325,0.0900499)
(-0.291026,0.227977)
(0.360755,-0.162303)
(-0.355231,0.18732)
(-0.341592,0.229466)
(-0.200688,-0.000783499)
(-0.218544,0.198477)
(0.0932537,-0.138267)
(0.0811978,0.115664)
(-0.164291,-0.234714)
(0.157835,0.188531)
(0.284052,-0.220683)
(-0.376389,-0.205072)
(0.364148,-0.0983389)
(0.149473,0.245394)
(0.161043,0.170102)
(0.111121,-0.270696)
(0.0143015,0.0312127)
(-0.0542198,0.29583)
(0.239104,0.0288931)
(0.144646,0.149445)
(-0.184913,0.0717573)
(-0.0457194,-0.264805)
(-0.305025,-0.208557)
(-0.31704,-0.236305)
(0.350782,0.0989454)
(0.172826,0.0843161)
(-0.139208,0.270093)
(-0.138882,-0.0575877)
(-0.374555,-0.262518)
(0.22845,0.0493004)
(0.0452332,0.134077)
(-0.371495,-0.188048)
(0.386291,-0.0619256)
(-0.139287,0.0776974)
(0.265097,-0.056705)
(0.374889,0.183116)
(0.190453,0.0904078)
(0.169179,0.162874)
(0.0127183,0.103652)
(-0.362546,0.222725)
(-0.0708232,-0.105485)
(0.19629,-0.0542428)
(-0.0344843,0.0779911)
(0.198054,-0.275098)
(0.372268,-0.156534)
(0.0801109,-0.274705)
(0.131015,-0.13236)
(0.00206582,-0.102839)
(0.381821,-0.230754)
(-0.108658,0.0226236)
(-0.0494856,-0.17423)
(-0.102461,-0.027472)
(0.0123617,0.158538)
(0.123717,-0.113538)
(-0.24293,0.142862)
(0.243808,-0.306389)
(-0.0159548,0.0968443)
(-0.388035,0.177449)
(-0.291697,0.234669)
(0.0425864,0.099262)
(0.202786,-0.0464249)
(-0.181177,0.0376138)
(-0.186407,-0.221086)
(0.226622,-0.0332564)
(0.122271,-0.276566)
(-0.0630316,-0.0998988)
(0.155523,-0.0717075)
(0.271412,0.151018)
(0.0485111,-0.264106)
(0.180741,0.140598)
(0.142411,0.0626725)
(-0.0204042,-0.197729)
(0.167651,0.116832)
(-0.250274,-0.00913351)
(-0.250918,-0.179417)
(-0.374095,-0.0839554)
(0.363086,-0.00979094)
(-0.0227469,0.246022)
(-0.256855,-0.225244)
(-0.150651,-0.285132)
(-0.251192,-0.126592)
(0.0772276,-0.167272)
(-0.141652,-0.179309)
(0.0781427,0.11314)
(0.136913,-0.196683)
(-0.0795296,0.295589)
(-0.0256905,0.196563)
(0.042239,-0.17236)
(-0.366867,-0.205001)
(0.128217,-0.238951)
(-0.333183,-0.189284)
(0.252316,0.0761734)
(-0.140566,-0.0132249)
(-0.355729,-0.156532)
(0.181698,-0.0285214)
(-0.124411,-0.0258444)
(-0.287463,0.0733549)
(-0.0136121,0.245867)
(0.209981,-0.194626)
(0.32595,-0.0142075)
(-0.348226,0.100996)
(0.1061,-0.0853496)
(-0.379818,0.150829)
(0.146539,0.0330807)
(-0.316602,0.0569109)
(-0.0807895,-0.0484601)
(0.0317321,0.131329)
(0.181083,0.296807)
(-0.000637153,0.124687)
(-0.267393,-0.0135321)
(0.134354,-0.132603)
(0.116352,-0.065306)
(0.364188,0.180385)
(-0.286974,0.224613)
(-0.137608,-0.211054)
(-0.253042,-0.0145541)
(0.134899,0.0314012)
(0.264243,0.305878)
(-0.135603,-0.22482)
(0.211664,-0.297287)
(-0.36648,-0.246455)
(0.246883,-0.284231)
(0.401344,0.200804)
(0.215968,0.233719)
(0.0592795,0.147558)
(-0.014056,-0.174563)
(0.351992,0.139286)
(0.0898527,0.242121)
(-0.102447,0.233104)
(0.332467,0.153987)
(0.401509,-0.0278044)
(0.333229,0.190193)
(-0.272051,-0.282097)
(0.188328,0.252479)
(-0.226313,0.286389)
(0.11931,-0.26048)
(-0.371279,-0.0728444)
(0.323073,0.0912284)
(-0.328647,-0.0797644)
(0.0840397,0.299937)
(0.358379,-0.278638)
(-0.238879,-0.263226)
(0.269612,-0.0537794)
(-0.0835826,0.297713)
(-0.146439,0.00449119)
(-0.133916,0.113607)
(-0.211054,-0.0729662)
(-0.0513371,-0.127322)
(0.160462,-0.208616)
(-0.147929,0.15606)
(0.211516,-0.00904039)
(0.0311833,0.174932)
(0.119009,-0.172175)
(0.111434,0.0585065)
(-0.333374,-0.283365)
(0.123663,-0.280612)
(-0.348695,0.126876)
(0.101681,-0.121129)
(0.00670157,-0.189867)
(-0.301871,0.29778)
(0.180764,0.000115114)
(-0.193186,-0.111275)
(-0.307258,-0.0797274)
(-0.264153,-0.247882)
(-0.242175,0.257964)
(0.10255,0.106543)
(0.0296291,-0.0270591)
(0.0117423,-0.0116438)
(-0.332548,-0.203314)
(0.213668,-0.0915604)
(-0.259818,-0.112324)
(0.39094,0.0125521)
(-0.0794973,-0.264438)
(0.151144,0.126509)
(-0.040626,0.0099077)
(0.262708,-0.148162)
(0.325304,0.302522)
(-0.218775,0.0891723)
(0.354174,-0.28998)
(0.399056,0.190128)
(-0.280896,0.235024)
(0.389381,-0.189194)
(0.249169,-0.0809714)
(0.0594537,0.023202)
(0.166038,-0.293856)
(-0.0770104,-0.18347)
(-0.356485,0.278)
(0.220859,0.0660231)
(-0.256839,0.15045)
(0.218337,0.0297446)
(-0.0439013,-0.200723)
(-0.150287,0.175571)
(-0.322511,-0.0894515)
(-0.0195669,-0.212698)
(-0.332081,0.287568)
(-0.196448,0.0120241)
(-0.213343,0.284431)
(0.0550189,-0.0352169)
(0.410497,0.113865)
(-0.0818193,-0.0569017)
(-0.246192,-0.260424)
(-0.303116,-0.183772)
(-0.17104,0.115312)
(-0.150569,0.293967)
(0.372105,0.18775)
(0.225962,-0.18019)
(-0.175492,0.209031)
(-0.0899487,-0.292825)
(0.00848028,0.255204)
(0.158924,-0.305664)
(0.166903,0.0368685)
(-0.167338,0.137201)
(0.171249,0.306192)
(0.340654,0.14644)
(0.29416,-0.00658872)
(-0.0688332,-0.0318729)
(0.0197211,-0.0838731)
(-0.162155,-0.28696)
(0.385108,-0.143569)
(0.294288,-0.0430844)
(0.086706,-0.183498)
(0.0528169,0.222274)
(-0.16418,-0.161123)
(0.142893,-0.121378)
(0.359596,-0.121602)
(-0.0689177,-0.219776)
(-0.0128148,-0.234905)
(0.248078,-0.183094)
(-0.220668,-0.219514)
(0.0565576,0.122053)
(0.348956,0.256743)
(-0.331873,0.186765)
(0.286178,0.27248)
(-0.207294,0.0496632)
(-0.21496,0.273869)
(0.345011,-0.271195)
(-0.153237,-0.0527294)
(0.200433,-0.210416)
(0.0697802,0.143443)
(0.0407139,-0.184195)
(0.156972,-0.192214)
(0.0205269,-0.124596)
(-0.146098,-0.194805)
(0.154314,0.0187599)
(0.0124589,-0.153712)
(0.0711417,0.0856624)
(0.325833,0.101989)
(-0.147604,0.0141082)
(0.0579921,-0.269896)
(0.267352,0.177281)
(-0.254683,-0.0369403)
(-0.239394,-0.0120319)
(-0.108484,-0.105929)
(-0.229203,0.0480396)
(0.121121,-0.0297965)
(0.308351,0.238829)
(-0.254746,-0.013468)
(0.371033,-0.0777453)
(0.0227782,0.214096)
(0.100125,0.0262956)
(-0.0460354,0.201289)
(0.078221,0.205273)
(-0.0362926,0.00568893)
(0.0715077,0.168546)
(-0.368995,-0.23573)
(0.263891,0.00913161)
(0.1385,0.0755465)
(-0.327986,-0.112413)
(-0.0466903,0.235043)
(0.19878,0.209401)
(-0.236546,0.0961616)
(-0.0222755,-0.0426285)
(-0.265675,-0.240418)
(0.00546296,0.193647)
(0.293059,0.0359926)
(-0.265074,-0.0621725)
(0.219477,0.130752)
(0.306232,0.118466)
(-0.336666,-0.208241)
(0.111122,0.00249025)
(-0.123062,0.206284)
(-0.180978,-0.237703)
(-0.282575,-0.280829)
(-0.0219113,-0.0833795)
(0.0864892,-0.222774)
(0.409919,-0.21725)
(-0.0235713,0.0291337)
(-0.336465,-0.0103348)
(-0.275836,0.11857)
(-0.367776,-0.15223)
(-0.0690424,0.0580823)
(-0.00021123,0.127245)
(-0.0948689,0.101594)
(-0.197724,0.00112059)
(-0.123773,0.0905632)
(-0.264869,-0.0683797)
(0.343244,-0.0920901)
(-0.00541064,0.00337336)
(0.33141,0.119735)
(-0.36817,0.0798662)
(-0.0451254,0.17912)
(-0.215502,-0.178401)
(-0.155286,0.116059)
(-0.226114,0.00842601)
(-0.112052,-0.233212)
(-0.138909,-0.189118)
(0.265238,0.0198951)
(0.00845353,-0.127637)
(0.126549,0.18896)
(-0.113522,-0.127184)
(-0.102712,0.154182)
(-0.31603,0.170471)
(-0.234398,-0.217328)
(-0.344941,0.163399)
(0.13967,0.165961)
(0.132315,-0.192733)
(0.326264,0.0266898)
(-0.202801,0.176647)
(-0.0359447,-0.230766)
(-0.0775149,0.257947)
(0.243854,0.155511)
(-0.0904654,0.151896)
(0.24369,0.145149)
(0.0151591,-0.123678)
(-0.348427,0.20534)
(0.266056,-0.0143362)
(0.280835,0.169894)
(0.391131,-0.246812)
(0.396443,0.139408)
(0.062392,0.239884)
(-0.105347,0.281344)
(0.291377,0.279203)
(0.205797,0.238782)
(-0.148688,-0.206968)
(0.225815,0.254962)
(-0.141782,0.246236)
(-0.26322,0.277721)
(0.117467,0.284445)
(0.216521,0.199294)
(-0.062629,-0.249326)
(0.133342,-0.0756148)
(-0.231354,-0.277814)
(-0.277926,-0.191653)
(0.166226,0.21491)
(-0.250277,0.251767)
(0.369479,0.239622)
(-0.147301,-0.264066)
(-0.238608,-0.218986)
(0.163334,0.171068)
(0.405715,0.149641)
(0.224985,0.190956)
(-0.142984,-0.0824899)
(0.19752,-0.0264812)
(0.31203,0.0368439)
(-0.309567,-0.145107)
(-0.0368119,-0.219008)
(0.408098,-0.277332)
(0.337161,0.252692)
(-0.356459,0.0520514)
(-0.367561,0.0469396)
(0.232777,0.261904)
(-0.0910328,-0.00618836)
(0.395697,0.236228)
(0.352656,0.0679039)
(-0.364008,0.193543)
(-0.177257,-0.0141655)
(0.200911,0.150849)
(-0.232578,0.178279)
(-0.040439,-0.246231)
(0.0391508,0.0697834)
(0.318203,0.0304794)
(-0.226852,0.126413)
(-0.267723,-0.282577)
(-0.0506674,-0.0186208)
(0.000195353,0.195369)
(-0.316436,-0.157248)
(-0.356252,0.13872)
(-0.215662,0.138335)
(-0.226983,0.12605)
(0.122481,0.138414)
(0.36652,0.106112)
(-0.345068,0.000865669)
(-0.264759,0.253839)
(0.0617838,0.147855)
(0.383593,0.0797614)
(-0.265457,0.195389)
(0.0174929,0.0948933)
(-0.35049,0.169203)
(-0.273102,0.256625)
(-0.205657,0.153401)
(-0.199196,0.166282)
(0.367925,0.0931288)
(-0.22328,0.130345)
(-0.0928676,-0.252811)
(-0.103979,0.280051)
(-0.248719,-0.00175785)
(0.410577,-0.0303821)
(-0.277009,0.18235)
(0.29481,0.197995)
(0.0159165,0.0195259)
(0.0665563,0.0823179)
(0.282175,-0.198124)
(-0.262675,0.0504741)
(0.209237,0.134146)
(0.214837,0.00429661)
(-0.069037,-0.20252)
(0.317937,-0.150656)
(0.00678831,0.108489)
(0.0672844,0.261484)
(-0.127857,0.135016)
(-0.272521,-0.27299)
(0.108792,0.060865)
(-0.169534,0.182644)
(0.137685,0.0491814)
(0.385829,-0.228861)
(0.0144127,0.234672)
(0.241198,0.0132819)
(0.183178,0.178193)
(-0.090398,-0.188405)
(0.381627,-0.26005)
(0.103476,0.0695479)
(0.131426,-0.0929706)
(0.283281,-0.0661022)
(0.135165,-0.235071)
(0.307499,-0.111965)
(0.332273,0.014602)
(-0.284812,-0.0724596)
