[3,4]((0.99792,0,-0.0644714,0.805892),(0,1,0,-0),(0.0644714,0,0.99792,-0.592062))

(-0.314098,0.107194)
(-0.147389,-0.115422)
(-0.361057,0.0251598)
(-0.0571472,-0.185959)
(-0.196202,0.0487129)
(-0.296363,-0.171243)
(0.124812,-0.229314)
(0.276688,-0.242561)
(0.236868,0.269701)
(-0.391526,-0.180606)
(0.106267,-0.242513)
(-0.114318,0.0343617)
(0.333662,-0.0913676)
(0.0597558,0.273044)
(-0.214284,-0.279861)
(-0.00595905,-0.0974993)
(0.286994,-0.255665)
(-0.0183239,-0.00965688)
(-0.189841,0.195454)
(-0.291261,-0.00394098)
(0.154743,0.121972)
(-0.219071,0.0724661)
(-0.154447,-0.039296)
(-0.24788,0.044782)
(-0.366609,-0.069681)
(0.29415,0.297299)
(-0.104238,-0.00627509)
(-0.0536974,-0.19111)
(-0.0194218,0.147002)
(0.156916,-0.2681)
(0.178611,-0.00263515)
(0.349253,0.15007)
(-0.216042,0.257904)
(0.114765,0.205095)
(-0.204505,-0.277261)
(-0.363366,0.173593)
(-0.304275,-0.236605)
(0.145285,0.147735)
(0.347473,0.256257)
(-0.377252,-0.289797)
(0.0280587,-0.125822)
(-0.14807,0.0412371)
(-0.344633,0.264135)
(0.141885,-0.146585)
(-0.101242,-0.105851)
(-0.280956,-0.200197)
(0.314041,0.213212)
(0.259945,0.0599251)
(-0.140351,-0.252477)
(-0.159465,-0.232517)
(-0.150135,0.161399)
(0.253142,-0.0912703)
(0.0317036,-0.209272)
(-0.326194,0.14064)
(-0.348471,-0.00703836)
(0.0895798,-0.194208)
(0.397996,-0.260642)
(-0.276369,0.119909)
(-0.333422,-0.217761)
(0.32663,-0.213291)
(-0.367372,0.107587)
(-0.0830305,-0.26604)
(0.0317869,-0.0208445)
(-0.133841,0.165344)
(0.329514,-0.213264)
(0.377182,-0.230353)
(-0.152946,-0.219919)
(0.380116,-0.0542989)
(0.335309,-0.0533379)
(0.0138716,0.119)
(0.0223268,-0.266212)
(-0.0555369,0.233683)
(-0.225179,0.171862)
(0.287743,-0.156122)
(0.0335867,0.110678)
(0.0506825,-0.251107)
(-0.188517,0.224465)
(-0.354553,0.200608)
(0.369724,0.0364373)
(0.288422,-0.0822892)
(0.186517,-0.254145)
(-0.0430058,-0.269894)
(0.269479,-0.147081)
(-0.032615,0.289786)
(0.304086,0.107799)
(0.350753,0.146814)
(0.292306,-0.143067)
(0.378878,0.138759)
(-0.098318,-0.268025)
(-0.381363,-0.0679952)
(0.0660901,0.0317095)
(0.131852,0.296876)
(-0.30526,0.282985)
(-0.25935,0.0484227)
(0.262014,-0.215717)
(-0.170376,-0.162989)
(0.109865,0.153623)
(0.0164391,-0.17922)
(-0.138199,0.233059)
(-0.162599,0.272425)
(-0.0153792,-0.255569)
(0.339172,-0.156919)
(0.178384,-0.0516978)
(-0.149146,-0.216453)
(0.34798,-0.0202867)
(0.265139,0.199858)
(-0.0315475,0.0788378)
(-0.172576,-0.226741)
(-0.0269838,0.0319313)
(0.301579,0.181723)
(0.0436874,0.173192)
(-0.0948229,0.269647)
(-0.343319,-0.134058)
(0.354282,-0.243614)
(0.389026,-0.120932)
(0.18892,-0.000133984)
(0.256693,-0.20115)
(0.375226,0.235849)
(0.133839,-0.00229885)
(0.16388,-0.0234951)
(-0.0581518,-0.172719)
(0.264424,0.166209)
(0.237081,-0.217846)
(0.0183604,0.253762)
(-0.381453,0.201706)
(-0.0392111,0.265902)
(-0.0480773,0.0669374)
(-0.185882,-0.128521)
(0.221617,-0.048031)
(0.36857,-0.0321415)
(0.241747,-0.156947)
(0.00506732,0.105044)
(-0.0733589,-0.186627)
(-0.294775,-0.181055)
(0.0760019,0.00158828)
(0.181916,0.111219)
(-0.334371,-0.289076)
(0.01346,-0.159847)
(0.343016,0.0605277)
(-0.02471,0.0286004)
(-0.269734,-0.134531)
(0.133081,0.253142)
(0.305418,-0.237272)
(-0.373325,-0.0585778)
(-0.227862,0.285762)
(-0.101985,0.144936)
(0.0506598,-0.15779)
(-0.260555,0.0695033)
(-0.0422362,-0.232648)
(-0.268385,-0.171196)
(0.356973,-0.291901)
(0.278495,0.0279087)
(-0.274754,-0.0340457)
(0.23217,-0.0344001)
(0.079266,0.0577926)
(0.0527085,0.285382)
(-0.0927873,-0.253045)
(0.388379,0.0736746)
(-0.374869,-0.140073)
(-0.195699,-0.0700809)
(-0.0554972,0.0134434)
(0.277179,-0.234292)
(0.383078,-0.0671054)
