[3,4]((0.996824,0,-0.0796407,0.995509),(0,1,0,-0),(0.0796407,0,0.996824,-0.0946658))

(-0.306976,0.227195)
(-0.2484,-0.00827016)
(-0.226568,-0.126413)
(0.126809,-0.0652819)
(0.158707,0.217025)
(-0.301397,-0.276198)
(-0.0192941,0.165682)
(0.320238,0.197807)
(0.0840835,0.222677)
(-0.187385,-0.0941185)
(-0.243637,-0.0060069)
(-0.0236087,0.17284)
(0.0699919,0.184609)
(0.0308317,-0.0797662)
(-0.200505,0.172345)
(-0.331038,0.00536337)
(-0.23944,0.0204768)
(0.0103351,-0.298156)
(-0.399109,-0.162298)
(-0.0157699,0.0934453)
(-0.243452,-0.21438)
(0.0569109,-0.302349)
(-0.156247,-0.151034)
(-0.201928,0.0710858)
(-0.011171,0.112286)
(-0.205251,-0.0079396)
(0.211293,-0.26728)
(-0.105445,-0.0172016)
(0.107764,0.220709)
(-0.0925971,0.0243003)
(-0.194766,0.130758)
(-0.187592,-0.20357)
(0.179024,0.242006)
(0.0522382,0.18034)
(0.242999,0.163833)
(0.41658,0.26701)
(0.198864,0.281261)
(0.105792,0.0492572)
(0.0374862,-0.164531)
(-0.0664106,-0.122899)
(-0.0465637,0.00392966)
(-0.175434,0.118004)
(0.152815,0.127161)
(0.0836171,-0.281439)
(0.217582,-0.0335155)
(0.00545561,-0.0343249)
(0.0211839,0.0869432)
(-0.142525,-0.252859)
(0.195682,-0.0583337)
(-0.242271,-0.108805)
(0.335494,0.0994499)
(-0.258075,-0.253427)
(-0.284052,0.0362635)
(-0.0568199,0.076062)
(-0.25399,-0.165914)
(-0.19986,0.1027)
(-0.374251,0.0555282)
(-0.105767,-0.280577)
(-0.367288,-0.114442)
(-0.00201521,-0.000217495)
(-0.166058,0.224482)
(0.0585831,0.172728)
(0.321306,-0.192376)
(0.251514,0.00963764)
(0.330035,-0.0206795)
(0.126807,-0.200907)
(0.301415,-0.0385141)
(0.241172,-0.289941)
(0.0827766,0.105191)
(0.0895741,-0.0342878)
(-0.0375961,0.287204)
(-0.0100701,0.271071)
(-0.248358,-0.0347215)
(-0.349149,-0.184145)
(-0.323618,0.0654335)
(0.260815,-0.303801)
(-0.340609,0.0163231)
(0.0985679,-0.233861)
(-0.34311,-0.256644)
(0.278257,0.0557281)
(0.349462,0.265061)
(0.268769,0.162559)
(-0.214814,-0.0344976)
(-0.27869,0.260302)
(-0.0327446,-0.139788)
(-0.0902203,-0.225348)
(-0.270966,0.128281)
(-0.140503,-0.181516)
(-0.0399847,0.239263)
(-0.00982527,0.0450985)
(-0.172591,-0.148347)
(-0.197063,-0.231812)
(-0.0396881,0.0107433)
(-0.289259,-0.0120808)
(-0.0949666,0.0499201)
(0.292923,-0.0773435)
(0.289013,0.0865217)
(-0.0386794,0.301825)
(0.133903,0.0539681)
(-0.0768641,-0.0290401)
(-0.0139328,-0.13233)
(0.166573,0.300777)
(-0.208019,-0.196776)
(0.264524,-0.15902)
(0.0252971,0.278356)
(-0.0767113,-0.198891)
(-0.17645,0.0602022)
(-0.326085,0.284945)
(0.211867,0.0498269)
(0.209621,-0.203668)
(-0.0147975,0.288036)
(0.213877,-0.164788)
(0.235149,0.230513)
(-0.280012,-0.136837)
(0.0620315,0.218357)
(0.138783,-0.0958548)
(0.361446,0.246345)
(-0.0128439,-0.262271)
(0.36363,-0.140103)
(0.230618,0.0680607)
(-0.0197617,0.187775)
(-0.0768028,-0.158424)
(-0.163221,0.112403)
(-0.0378366,-0.0138722)
(-0.179893,-0.0945064)
(0.069346,0.0343627)
(0.060632,0.0429507)
