[3,4]((0.998503,0,-0.0546981,0.683727),(0,1,0,-0),(0.0546981,0,0.998503,-0.729738))

(-0.244486,0.267628)
(0.197422,0.198481)
(-0.131979,-0.096948)
(0.382627,-0.220021)
(0.366356,-0.0868787)
(0.278149,0.277067)
(-0.119365,-0.246309)
(-0.307494,-0.176473)
(-0.278619,-0.00898217)
(-0.300768,0.0780458)
(-0.340802,-0.186068)
(-0.14963,-0.0737461)
(-0.109576,0.241423)
(-0.106701,-0.047562)
(0.366478,0.0643909)
(0.0487466,0.254238)
(-0.145173,0.204373)
(0.181187,0.108616)
(0.240643,0.281905)
(0.357756,-0.258207)
(0.349411,-0.0543215)
(0.214594,0.232457)
(0.0229676,0.287797)
(0.358818,0.0727527)
(0.345772,-0.248834)
(-0.355989,0.151802)
(0.197598,-0.280144)
(0.104289,-0.123094)
(0.291531,-0.0284912)
(0.151518,-0.0636459)
(0.308917,0.0223079)
(-0.320129,-0.0406708)
(-0.243092,0.0854768)
(-0.142573,-0.0242226)
(0.255191,-0.271041)
(-0.190591,0.131984)
(0.392426,0.131517)
(-0.114566,0.0709702)
(0.267851,-0.0560671)
(-0.15023,-0.244819)
(0.32315,0.0180786)
(0.0740959,-0.121068)
(-0.240781,0.249168)
(0.318726,-0.167177)
(0.326875,-0.278653)
(0.0692858,-0.14228)
(-0.0617655,-0.156143)
(-0.143938,0.0721928)
(-0.0986803,0.240948)
(0.284414,0.211841)
(-0.280438,-0.0717148)
(-0.241201,-0.124124)
(0.0539736,0.214067)
(0.310257,-0.218279)
(-0.0699745,-0.146663)
(0.304695,0.00626736)
(0.214396,0.0552576)
(0.212533,-0.254587)
(0.220629,0.0300645)
(0.0675024,-0.133852)
(0.096881,0.204479)
(-0.267196,-0.285775)
(-0.163857,-0.268081)
(-0.264081,0.0201829)
(0.026733,0.274109)
(-0.356089,0.198643)
(-0.0408923,-0.134468)
(-0.083067,0.244192)
(0.21251,-0.264702)
(-0.14528,-0.195989)
(0.00609639,0.132727)
(0.104659,-0.0264248)
(0.170957,0.195148)
(0.12994,-0.287122)
(0.357286,-0.172108)
(0.273253,0.296743)
(-0.143252,-0.00928289)
(0.324021,0.0642936)
(0.0957711,-0.282525)
(0.215318,0.183909)
(0.00604799,0.180283)
(0.27074,0.23055)
(-0.309947,0.19018)
(-0.0522729,-0.226294)
(0.104498,0.247506)
(-0.29785,-0.270789)
(-0.260754,-0.0983765)
(-0.162536,-0.0790136)
(-0.136628,0.272635)
(-0.0191132,-0.080158)
(0.325648,0.272404)
(0.376081,0.0204973)
(0.267077,-0.138726)
(-0.110494,0.190816)
(0.136771,0.138276)
(0.0903513,-0.2083)
(-0.105671,0.129313)
(-0.130473,0.202893)
(0.325492,-0.108956)
(-0.0723351,-0.0964139)
(0.23963,-0.127288)
(0.0595782,0.0798782)
(0.250965,0.247615)
(0.216481,-0.295768)
(-0.051583,0.109218)
(-0.307325,-0.12243)
(0.389068,0.0618363)
(-0.2016,0.241599)
(-0.251017,0.0118716)
(0.341819,-0.0501582)
(0.310707,-0.183634)
(-0.313932,-0.199489)
(-0.252972,0.027052)
(-0.323449,0.272178)
(-0.149217,0.234888)
(0.371573,-0.0479102)
(0.152487,-0.0157586)
(0.33491,-0.160367)
(0.140817,0.155121)
(-0.23884,-0.215265)
(-0.0230493,0.00568614)
(0.397667,-0.236309)
(-0.333104,-0.252596)
(-0.0479419,-0.0282867)
(0.207528,-0.218955)
(0.0219916,0.183449)
(-0.0519875,0.125991)
(0.232268,-0.235535)
(0.173254,-0.288977)
(-0.370231,0.165575)
(-0.0154514,0.121178)
(0.357025,0.199143)
(-0.245617,0.0662705)
(-0.191358,-0.1439)
(0.189734,0.156121)
(-0.358419,-0.209924)
(0.38487,-0.0860221)
(-0.355111,-0.0436271)
(0.324153,-0.291922)
(0.251817,0.20383)
(0.191439,-0.257585)
(-0.199524,0.0984774)
(0.379224,0.111921)
(0.0296149,0.14162)
(-0.143712,0.0778627)
(-0.0509468,0.287286)
(0.162305,0.24263)
(-0.0758225,-0.0373913)
(-0.376675,0.121866)
(-0.137457,0.0150732)
(-0.321067,-0.0482238)
(-0.24455,0.237363)
(0.222206,-0.175655)
(0.38029,-0.0456623)
(-0.134726,0.122271)
(-0.343257,-0.111479)
(0.148784,0.013395)
(-0.306457,-0.237061)
(0.128149,-0.00260237)
(-0.0215575,0.149103)
(-0.210092,-0.220615)
(0.143958,0.213697)
(0.109925,0.210429)
(-0.0179631,-0.0446224)
(0.388607,0.0659562)
(0.152883,-0.135389)
(-0.0871298,-0.270767)
(0.330524,0.0121282)
(0.157451,0.155606)
(-0.223099,0.0355656)
(0.119946,-0.185404)
(-0.18425,0.287657)
(-0.35664,0.00112398)
(-0.0647446,-0.153532)
(-0.342351,0.148443)
(0.0799621,-0.030412)
(-0.213768,-0.136898)
(-0.146924,-0.0667527)
(-0.115184,0.247028)
(0.399067,0.171232)
(-0.113765,-0.214286)
(0.0796464,-0.231905)
(0.100029,0.203914)
(0.142797,-0.118371)
(-0.340617,-0.19074)
(-0.359829,0.121367)
(-0.19428,-0.173896)
(0.204444,-0.161046)
(0.0849226,-0.287837)
(-0.266375,0.146807)
(-0.145547,-0.280325)
(0.354008,-0.269065)
(-0.32127,-0.129223)
(0.115159,-0.240435)
(-0.0260618,-0.227353)
(0.372387,-0.0687633)
(0.357129,-0.102403)
(0.355438,0.255625)
(0.304069,0.242739)
(-0.0502708,0.0108498)
(-0.068421,0.0183966)
(0.193163,-0.065109)
(0.315726,-0.19846)
(-0.349865,0.063074)
(-0.107664,0.00505395)
