[3,4]((0.999886,0,-0.0150782,0.188478),(0,1,0,-0),(0.0150782,0,0.999886,-0.982077))

(-0.230167,-0.0219051)
(-0.183544,0.111905)
(0.038142,0.253114)
(0.0588395,0.0513218)
(-0.0476104,0.260052)
(0.388094,-0.101412)
(-0.106365,0.00895597)
(0.251868,0.028587)
(0.0923121,0.104921)
(-0.1015,0.20036)
(0.0521262,-0.153342)
(0.198007,-0.0819663)
(-0.178535,-0.241667)
(-0.0706836,-0.164819)
(-0.248159,-0.28317)
(-0.247761,0.135121)
(0.00113354,0.171041)
(-0.307645,0.267905)
(0.316953,-0.171559)
(-0.0554588,-0.155723)
(-0.0399129,0.0778316)
(0.0974316,0.0379061)
(0.109859,-0.0961376)
(-0.376199,0.00573297)
(-0.214071,-0.204459)
(0.0545074,-0.242225)
(0.0610441,0.286151)
(0.362103,-0.224217)
(-0.0305206,0.233397)
(0.205559,-0.230747)
(0.341345,-0.0505199)
(0.101473,0.189208)
(0.246802,0.262014)
(0.361163,0.217729)
(-0.0780159,-0.0039001)
(-0.331334,-0.17712)
(0.180999,0.167644)
(-0.358493,-0.134453)
(0.180564,0.00214313)
(-0.0529885,0.170315)
(0.133388,-0.0781187)
(-0.114594,0.0866193)
(-0.159639,0.264557)
(0.0422186,0.226749)
(0.302322,-0.0549401)
(0.119213,-0.0261459)
(-0.122645,0.192475)
(-0.252603,0.201112)
(0.0876079,0.106384)
(0.364584,-0.23384)
(0.276404,-0.178775)
(0.292302,-0.080225)
(-0.239991,-0.247068)
(-0.326813,0.150856)
(-0.187565,-0.271532)
(-0.181156,0.073998)
(0.388918,-0.0289568)
(0.36343,-0.241613)
(-0.252881,0.285244)
(-0.214008,-0.128974)
(0.293526,-0.00135038)
(0.0992355,-0.213786)
(-0.365449,-0.261319)
(0.16091,-0.270029)
(-0.214882,0.13411)
(-0.142444,0.018736)
(-0.0368218,-0.228831)
(0.126255,0.195518)
(-0.178365,-0.10427)
(-0.291035,-0.26565)
(0.139767,-0.106679)
(0.12171,0.0590279)
(0.184751,-0.0186227)
(-0.0518505,0.17076)
(-0.341683,0.270443)
(0.263831,-0.128863)
(-0.0277843,0.0528799)
(-0.343069,-0.174582)
(-0.329922,-0.0596306)
(-0.375312,0.220466)
(-0.0696746,-0.139259)
(0.166812,-0.210835)
(-0.00952295,0.116113)
(0.139546,0.230618)
(0.32587,0.2291)
(-0.13791,-0.191549)
(-0.351454,-0.0624722)
(-0.122765,0.11647)
(0.320943,0.224635)
(-0.302666,0.0273571)
(0.358895,-0.193857)
(0.153234,0.0497921)
(-0.0529259,-0.127531)
(-0.322788,0.05224)
(0.151587,-0.122532)
(0.135306,-0.219814)
(0.115949,-0.220059)
(-0.013353,-0.176813)
(0.225253,0.111834)
(-0.0531171,-0.266703)
(-0.188016,0.183188)
(-0.286358,-0.248061)
(0.220143,0.268215)
(0.36722,-0.0140129)
(0.0340832,-0.0919603)
(0.105448,-0.255666)
(0.133087,-0.0558805)
(-0.0886187,-0.260684)
