[3,4]((0.999563,0,-0.0295728,0.36966),(0,1,0,-0),(0.0295728,0,0.999563,-0.929167))

(-0.22864,-0.131096)
(-0.0383923,0.112141)
(-0.102394,0.12248)
(0.134646,0.098558)
(0.240672,-0.0412768)
(-0.156552,0.249124)
(0.262131,0.225925)
(-0.366367,-0.13095)
(0.371313,-0.0758773)
(-0.154262,-0.225343)
(0.00852047,-0.05789)
(0.36921,0.0874687)
(-0.0424492,0.120164)
(0.171552,-0.131225)
(-0.0570944,0.132595)
(0.0917379,-0.0129644)
(-0.13938,-0.122836)
(-0.120607,0.214451)
(0.230181,-0.141578)
(0.0520313,-0.125177)
(-0.17625,0.0879454)
(-0.0393765,0.255091)
(0.30126,0.251713)
(-0.10794,-0.193133)
(0.133212,-0.200649)
(0.279946,0.146145)
(0.208492,0.2724)
(0.0828075,-0.0351812)
(0.330204,0.0106214)
(-0.317798,-0.106403)
(-0.264817,-0.0349936)
(0.187791,-0.167398)
(-0.051553,0.120703)
(0.251089,-0.0122914)
(-0.250108,0.0141495)
(-0.377962,0.0282606)
(0.179787,-0.039914)
(0.342205,-0.0746137)
(0.21873,0.12799)
(0.337365,0.250406)
(-0.0781905,0.0605548)
(-0.242988,-0.0953915)
(-0.233092,0.0954371)
(-0.0245121,0.213462)
(-0.288891,-0.15154)
(0.0213171,0.0961828)
(-0.0706856,0.174535)
(-0.160481,-0.0353075)
(-0.256106,-0.168801)
(0.147145,0.284173)
(-0.173275,0.273465)
(-0.234816,-0.078778)
(0.343987,0.00871007)
(0.237183,0.140735)
(0.319086,-0.0820298)
(0.172515,-0.156147)
(0.388447,0.20549)
(-0.0187786,-0.0775818)
(-0.113823,-0.109374)
(-0.287981,-0.20872)
(-0.0350133,-0.210954)
(-0.16335,-0.160281)
(-0.24953,0.17313)
(0.287114,0.174943)
(-0.184636,0.106218)
(-0.20261,0.254277)
(-0.0683486,0.224305)
(-0.16453,0.130936)
(0.212515,0.19617)
(0.151627,-0.0880879)
(-0.0736299,-0.140238)
(0.169459,-0.215045)
(-0.355988,-0.0215971)
(0.0599158,-0.000455243)
(0.101293,0.0633327)
(0.107086,-0.275892)
(-0.313878,-0.0218541)
(0.065096,-0.143148)
(-0.168827,-0.166819)
(-0.0458663,-0.13998)
(0.375726,0.202431)
(0.346104,-0.137641)
(-0.0590625,-0.23198)
(-0.237989,0.183253)
(0.0358587,-0.0752728)
(-0.265722,-0.106052)
(0.370382,-0.154015)
(-0.0979342,0.2142)
(0.25106,-0.170493)
(0.367085,-0.285964)
(-0.0976609,0.130053)
(-0.0482992,0.00924976)
(-0.0831669,0.235495)
(-0.367778,0.014343)
(0.0365628,-0.0194587)
(0.0928516,-0.00391798)
(-0.13306,-0.00292136)
(-0.15875,-0.00849977)
(-0.143064,0.279731)
(-0.160782,0.165831)
(-0.210402,0.164855)
(-0.110105,-0.209043)
(0.239932,-0.170184)
(-0.193869,-0.213262)
(0.345191,0.26865)
(0.36934,0.144993)
(-0.247853,-0.278509)
(-0.0594994,0.254462)
(-0.241372,0.0799436)
(-0.0281464,-0.222934)
(-0.211065,-0.0472657)
(0.239531,0.271475)
(0.131727,0.0523459)
(-0.350053,0.0614092)
(-0.361283,0.0177459)
(0.218266,0.0797529)
(0.00615448,-0.176107)
(-0.00489088,0.101804)
(-0.0519209,-0.187169)
(-0.0802557,0.00360069)
(0.204812,-0.269324)
(0.238673,-0.269514)
(0.199564,0.119997)
(-0.153998,-0.0713598)
(0.118951,-0.0872554)
(-0.15303,0.184275)
(-0.284167,-0.109669)
(-0.283509,-0.140526)
(-0.302538,-0.280731)
(-0.292893,0.0958063)
(-0.0429695,-0.13455)
(-0.194044,-0.157366)
(-0.278177,0.0560133)
(-0.0712751,-0.0579785)
(-0.0878985,-0.0156294)
(-0.140642,0.225437)
(0.379482,0.0203364)
(-0.301253,0.21813)
(-0.169126,-0.0950696)
(0.0713207,0.0105975)
(-0.33762,-0.119171)
(-0.00158395,0.216405)
(0.105602,0.166246)
(0.0480683,0.0911103)
(0.277581,0.0339765)
(0.295115,-0.216931)
(-0.213273,-0.0868817)
(0.180951,-0.0115527)
(0.0528712,-0.0980294)
(0.200157,0.15443)
(-0.274546,0.163356)
(-0.18378,0.136459)
(0.126665,0.130143)
(-0.259684,0.260894)
(0.362056,0.284828)
(-0.237228,0.11199)
(-0.108808,-0.189456)
(-0.298903,-0.0445328)
(-0.0908217,-0.0454333)
(0.116601,-0.129767)
(-0.299322,0.233579)
(-0.21629,0.182246)
(-0.173907,0.0664627)
(0.0516026,-0.281681)
(0.375336,0.181256)
(-0.187352,-0.136565)
(-0.230952,-0.253129)
(0.12585,-0.201836)
(-0.00675921,0.0750973)
(0.151372,-0.0705435)
(-0.315512,0.258389)
(0.232788,0.217765)
(-0.335491,-0.229775)
(-0.0619985,-0.0903261)
(0.324604,-0.0877293)
(-0.114603,-0.0430755)
(-0.208428,-0.147866)
(-0.0465558,0.153999)
(0.247244,0.0758035)
(0.313032,-0.113261)
(-0.141899,-0.111213)
(-0.00479924,0.236008)
(0.299386,-0.281813)
(0.371453,0.278093)
(0.367547,0.108816)
(0.2304,-0.20299)
(0.275569,0.00324894)
(-0.057346,0.100478)
(0.0553598,-0.249427)
(-0.153353,-0.077923)
(-0.341669,0.00187677)
(-0.216375,-0.171421)
(0.0149023,0.262733)
(-0.358687,-0.0837271)
(0.283816,0.0614236)
(-0.177571,0.0509586)
(0.346745,0.12836)
(0.245879,0.238034)
(-0.037271,-0.245199)
(0.0354602,0.0491064)
(0.0461324,0.195663)
(0.372319,-0.013539)
(-0.362551,-0.15099)
(0.0641831,0.0179695)
