[3,4]((0.999078,0,-0.0429379,0.536724),(0,1,0,-0),(0.0429379,0,0.999078,-0.843758))

(0.377298,0.253722)
(0.161543,0.0531824)
(-0.279067,0.00887217)
(-0.217953,-0.242461)
(-0.351854,0.0850375)
(0.182583,0.193629)
(0.229641,0.180214)
(-0.333558,-0.186989)
(-0.304992,-0.0549858)
(-0.254516,0.120297)
(0.201704,0.255579)
(-0.0323038,-0.241241)
(-0.250953,-0.1698)
(-0.161822,-0.159695)
(-0.294763,-0.168696)
(-0.336277,0.147061)
(-0.246331,-0.108664)
(0.259362,0.23329)
(0.193415,-0.0905911)
(0.00369987,0.148661)
(-0.175645,0.0818922)
(0.335055,0.0343446)
(0.196655,-0.254519)
(0.0366055,0.050105)
(0.291963,-0.276099)
(0.0357319,0.282144)
(0.166485,-0.0897812)
(0.0570009,0.012718)
(0.0416508,0.0138486)
(0.385598,0.10156)
(0.137823,-0.217439)
(0.20258,0.0142145)
(-0.0781515,0.0993696)
(0.325579,0.234424)
(0.277075,-0.140254)
(-0.1248,0.221462)
(0.0307599,-0.0571201)
(0.186154,0.141267)
(-0.211718,0.127257)
(0.0967316,0.252408)
(-0.0895587,-0.128728)
(-0.0804153,0.286806)
(0.169366,0.28165)
(0.245623,0.0911983)
(0.238019,-0.17447)
(-0.0609001,-0.0673683)
(-0.212325,-0.284083)
(0.029967,0.159202)
(-0.0306085,-0.143858)
(-0.114966,0.141779)
(-0.130436,-0.271771)
(-0.274486,0.221582)
(0.0584324,-0.215521)
(0.31875,0.0431752)
(-0.00334665,-0.0518122)
(0.0207916,0.0781297)
(-0.177653,-0.241029)
(0.149243,0.12058)
(0.382409,-0.126536)
(-0.266507,0.124642)
(0.288839,-0.223592)
(0.14085,-0.0354465)
(0.346073,-0.0485697)
(0.202346,0.160853)
(-0.374123,-0.0978722)
(0.287551,0.209411)
(-0.182714,-0.101579)
(0.216537,-0.222816)
(0.0257884,0.126809)
(0.0885138,0.216129)
(-0.322164,0.180458)
(0.00111538,0.127034)
(-0.108656,-0.0849353)
(0.113731,-0.116804)
(0.15603,0.216704)
(-0.338078,0.067464)
(0.218361,-0.251159)
(-0.285393,-0.13545)
(-0.108152,-0.261358)
(0.320754,-0.169928)
(0.364872,-0.118013)
(-0.290368,-0.157308)
(0.0858171,0.0701375)
(0.368287,0.286626)
(0.149604,0.083252)
(0.21692,0.00225149)
(0.048744,0.266259)
(-0.343685,-0.262526)
(0.0914188,0.152578)
(-0.152807,0.116155)
(-0.198462,-0.0548717)
(0.351067,0.24701)
(-0.208288,-0.184277)
(-0.146329,0.177692)
(-0.305554,-0.225353)
(-0.288259,-0.0225888)
(0.0762974,0.0917488)
(0.331856,0.277836)
(-0.345621,-0.0825827)
(-0.127902,0.247791)
(-0.0935737,0.115701)
(-0.361562,0.0480244)
(0.376804,0.175755)
(0.304327,-0.218237)
(-0.345446,-0.108718)
(0.307067,-0.0211172)
(-0.232852,0.0202082)
(-0.320874,0.255569)
(0.110866,-0.12894)
(0.138897,0.288991)
(-0.350185,-0.132037)
(-0.195687,0.0997937)
(0.282497,-0.177913)
(0.240154,0.210519)
(0.0518208,-0.240298)
(0.0183229,0.00344097)
(0.371018,-0.137381)
(0.369941,-0.259615)
(0.366339,-0.27235)
(0.000457793,0.027714)
(-0.181483,-0.234651)
(-0.17939,0.0345258)
(-0.0185856,-0.050543)
(0.363349,0.084481)
(0.321083,-0.168862)
(0.239154,-0.256379)
(0.250261,0.0650066)
(0.198931,0.0539278)
(-0.206136,-0.18051)
(-0.0361863,-0.082065)
(-0.174344,-0.00450561)
(-0.165367,0.210804)
(0.242468,0.164699)
(0.129349,-0.251894)
